Fecha,Día,Número de Día,Mes,Año,Semana del Año,Trimestre,Quincena
2018-07-13,Viernes,13,7,2018,28,3,1
2018-07-14,Sabado,14,7,2018,28,3,1
2018-07-15,Domingo,15,7,2018,28,3,2
2018-07-16,Lunes,16,7,2018,29,3,2
2018-07-17,Martes,17,7,2018,29,3,2
2018-07-18,Miercoles,18,7,2018,29,3,2
2018-07-19,Jueves,19,7,2018,29,3,2
2018-07-20,Viernes,20,7,2018,29,3,2
2018-07-21,Sabado,21,7,2018,29,3,2
2018-07-22,Domingo,22,7,2018,29,3,2
2018-07-23,Lunes,23,7,2018,30,3,2
2018-07-24,Martes,24,7,2018,30,3,2
2018-07-25,Miercoles,25,7,2018,30,3,2
2018-07-26,Jueves,26,7,2018,30,3,2
2018-07-27,Viernes,27,7,2018,30,3,2
2018-07-28,Sabado,28,7,2018,30,3,2
2018-07-29,Domingo,29,7,2018,30,3,2
2018-07-30,Lunes,30,7,2018,31,3,2
2018-07-31,Martes,31,7,2018,31,3,2
2018-08-01,Miercoles,1,8,2018,31,3,1
2018-08-02,Jueves,2,8,2018,31,3,1
2018-08-03,Viernes,3,8,2018,31,3,1
2018-08-04,Sabado,4,8,2018,31,3,1
2018-08-05,Domingo,5,8,2018,31,3,1
2018-08-06,Lunes,6,8,2018,32,3,1
2018-08-07,Martes,7,8,2018,32,3,1
2018-08-08,Miercoles,8,8,2018,32,3,1
2018-08-09,Jueves,9,8,2018,32,3,1
2018-08-10,Viernes,10,8,2018,32,3,1
2018-08-11,Sabado,11,8,2018,32,3,1
2018-08-12,Domingo,12,8,2018,32,3,1
2018-08-13,Lunes,13,8,2018,33,3,1
2018-08-14,Martes,14,8,2018,33,3,1
2018-08-15,Miercoles,15,8,2018,33,3,2
2018-08-16,Jueves,16,8,2018,33,3,2
2018-08-17,Viernes,17,8,2018,33,3,2
2018-08-18,Sabado,18,8,2018,33,3,2
2018-08-19,Domingo,19,8,2018,33,3,2
2018-08-20,Lunes,20,8,2018,34,3,2
2018-08-21,Martes,21,8,2018,34,3,2
2018-08-22,Miercoles,22,8,2018,34,3,2
2018-08-23,Jueves,23,8,2018,34,3,2
2018-08-24,Viernes,24,8,2018,34,3,2
2018-08-25,Sabado,25,8,2018,34,3,2
2018-08-26,Domingo,26,8,2018,34,3,2
2018-08-27,Lunes,27,8,2018,35,3,2
2018-08-28,Martes,28,8,2018,35,3,2
2018-08-29,Miercoles,29,8,2018,35,3,2
2018-08-30,Jueves,30,8,2018,35,3,2
2018-08-31,Viernes,31,8,2018,35,3,2
2018-09-01,Sabado,1,9,2018,35,3,1
2018-09-02,Domingo,2,9,2018,35,3,1
2018-09-03,Lunes,3,9,2018,36,3,1
2018-09-04,Martes,4,9,2018,36,3,1
2018-09-05,Miercoles,5,9,2018,36,3,1
2018-09-06,Jueves,6,9,2018,36,3,1
2018-09-07,Viernes,7,9,2018,36,3,1
2018-09-08,Sabado,8,9,2018,36,3,1
2018-09-09,Domingo,9,9,2018,36,3,1
2018-09-10,Lunes,10,9,2018,37,3,1
2018-09-11,Martes,11,9,2018,37,3,1
2018-09-12,Miercoles,12,9,2018,37,3,1
2018-09-13,Jueves,13,9,2018,37,3,1
2018-09-14,Viernes,14,9,2018,37,3,1
2018-09-15,Sabado,15,9,2018,37,3,2
2018-09-16,Domingo,16,9,2018,37,3,2
2018-09-17,Lunes,17,9,2018,38,3,2
2018-09-18,Martes,18,9,2018,38,3,2
2018-09-19,Miercoles,19,9,2018,38,3,2
2018-09-20,Jueves,20,9,2018,38,3,2
2018-09-21,Viernes,21,9,2018,38,3,2
2018-09-22,Sabado,22,9,2018,38,3,2
2018-09-23,Domingo,23,9,2018,38,3,2
2018-09-24,Lunes,24,9,2018,39,3,2
2018-09-25,Martes,25,9,2018,39,3,2
2018-09-26,Miercoles,26,9,2018,39,3,2
2018-09-27,Jueves,27,9,2018,39,3,2
2018-09-28,Viernes,28,9,2018,39,3,2
2018-09-29,Sabado,29,9,2018,39,3,2
2018-09-30,Domingo,30,9,2018,39,3,2
2018-10-01,Lunes,1,10,2018,40,4,1
2018-10-02,Martes,2,10,2018,40,4,1
2018-10-03,Miercoles,3,10,2018,40,4,1
2018-10-04,Jueves,4,10,2018,40,4,1
2018-10-05,Viernes,5,10,2018,40,4,1
2018-10-06,Sabado,6,10,2018,40,4,1
2018-10-07,Domingo,7,10,2018,40,4,1
2018-10-08,Lunes,8,10,2018,41,4,1
2018-10-09,Martes,9,10,2018,41,4,1
2018-10-10,Miercoles,10,10,2018,41,4,1
2018-10-11,Jueves,11,10,2018,41,4,1
2018-10-12,Viernes,12,10,2018,41,4,1
2018-10-13,Sabado,13,10,2018,41,4,1
2018-10-14,Domingo,14,10,2018,41,4,1
2018-10-15,Lunes,15,10,2018,42,4,2
2018-10-16,Martes,16,10,2018,42,4,2
2018-10-17,Miercoles,17,10,2018,42,4,2
2018-10-18,Jueves,18,10,2018,42,4,2
2018-10-19,Viernes,19,10,2018,42,4,2
2018-10-20,Sabado,20,10,2018,42,4,2
2018-10-21,Domingo,21,10,2018,42,4,2
2018-10-22,Lunes,22,10,2018,43,4,2
2018-10-23,Martes,23,10,2018,43,4,2
2018-10-24,Miercoles,24,10,2018,43,4,2
2018-10-25,Jueves,25,10,2018,43,4,2
2018-10-26,Viernes,26,10,2018,43,4,2
2018-10-27,Sabado,27,10,2018,43,4,2
2018-10-28,Domingo,28,10,2018,43,4,2
2018-10-29,Lunes,29,10,2018,44,4,2
2018-10-30,Martes,30,10,2018,44,4,2
2018-10-31,Miercoles,31,10,2018,44,4,2
2018-11-01,Jueves,1,11,2018,44,4,1
2018-11-02,Viernes,2,11,2018,44,4,1
2018-11-03,Sabado,3,11,2018,44,4,1
2018-11-04,Domingo,4,11,2018,44,4,1
2018-11-05,Lunes,5,11,2018,45,4,1
2018-11-06,Martes,6,11,2018,45,4,1
2018-11-07,Miercoles,7,11,2018,45,4,1
2018-11-08,Jueves,8,11,2018,45,4,1
2018-11-09,Viernes,9,11,2018,45,4,1
2018-11-10,Sabado,10,11,2018,45,4,1
2018-11-11,Domingo,11,11,2018,45,4,1
2018-11-12,Lunes,12,11,2018,46,4,1
2018-11-13,Martes,13,11,2018,46,4,1
2018-11-14,Miercoles,14,11,2018,46,4,1
2018-11-15,Jueves,15,11,2018,46,4,2
2018-11-16,Viernes,16,11,2018,46,4,2
2018-11-17,Sabado,17,11,2018,46,4,2
2018-11-18,Domingo,18,11,2018,46,4,2
2018-11-19,Lunes,19,11,2018,47,4,2
2018-11-20,Martes,20,11,2018,47,4,2
2018-11-21,Miercoles,21,11,2018,47,4,2
2018-11-22,Jueves,22,11,2018,47,4,2
2018-11-23,Viernes,23,11,2018,47,4,2
2018-11-24,Sabado,24,11,2018,47,4,2
2018-11-25,Domingo,25,11,2018,47,4,2
2018-11-26,Lunes,26,11,2018,48,4,2
2018-11-27,Martes,27,11,2018,48,4,2
2018-11-28,Miercoles,28,11,2018,48,4,2
2018-11-29,Jueves,29,11,2018,48,4,2
2018-11-30,Viernes,30,11,2018,48,4,2
2018-12-01,Sabado,1,12,2018,48,4,1
2018-12-02,Domingo,2,12,2018,48,4,1
2018-12-03,Lunes,3,12,2018,49,4,1
2018-12-04,Martes,4,12,2018,49,4,1
2018-12-05,Miercoles,5,12,2018,49,4,1
2018-12-06,Jueves,6,12,2018,49,4,1
2018-12-07,Viernes,7,12,2018,49,4,1
2018-12-08,Sabado,8,12,2018,49,4,1
2018-12-09,Domingo,9,12,2018,49,4,1
2018-12-10,Lunes,10,12,2018,50,4,1
2018-12-11,Martes,11,12,2018,50,4,1
2018-12-12,Miercoles,12,12,2018,50,4,1
2018-12-13,Jueves,13,12,2018,50,4,1
2018-12-14,Viernes,14,12,2018,50,4,1
2018-12-15,Sabado,15,12,2018,50,4,2
2018-12-16,Domingo,16,12,2018,50,4,2
2018-12-17,Lunes,17,12,2018,51,4,2
2018-12-18,Martes,18,12,2018,51,4,2
2018-12-19,Miercoles,19,12,2018,51,4,2
2018-12-20,Jueves,20,12,2018,51,4,2
2018-12-21,Viernes,21,12,2018,51,4,2
2018-12-22,Sabado,22,12,2018,51,4,2
2018-12-23,Domingo,23,12,2018,51,4,2
2018-12-24,Lunes,24,12,2018,52,4,2
2018-12-25,Martes,25,12,2018,52,4,2
2018-12-26,Miercoles,26,12,2018,52,4,2
2018-12-27,Jueves,27,12,2018,52,4,2
2018-12-28,Viernes,28,12,2018,52,4,2
2018-12-29,Sabado,29,12,2018,52,4,2
2018-12-30,Domingo,30,12,2018,52,4,2
2018-12-31,Lunes,31,12,2018,1,4,2
2019-01-01,Martes,1,1,2019,1,1,1
2019-01-02,Miercoles,2,1,2019,1,1,1
2019-01-03,Jueves,3,1,2019,1,1,1
2019-01-04,Viernes,4,1,2019,1,1,1
2019-01-05,Sabado,5,1,2019,1,1,1
2019-01-06,Domingo,6,1,2019,1,1,1
2019-01-07,Lunes,7,1,2019,2,1,1
2019-01-08,Martes,8,1,2019,2,1,1
2019-01-09,Miercoles,9,1,2019,2,1,1
2019-01-10,Jueves,10,1,2019,2,1,1
2019-01-11,Viernes,11,1,2019,2,1,1
2019-01-12,Sabado,12,1,2019,2,1,1
2019-01-13,Domingo,13,1,2019,2,1,1
2019-01-14,Lunes,14,1,2019,3,1,1
2019-01-15,Martes,15,1,2019,3,1,2
2019-01-16,Miercoles,16,1,2019,3,1,2
2019-01-17,Jueves,17,1,2019,3,1,2
2019-01-18,Viernes,18,1,2019,3,1,2
2019-01-19,Sabado,19,1,2019,3,1,2
2019-01-20,Domingo,20,1,2019,3,1,2
2019-01-21,Lunes,21,1,2019,4,1,2
2019-01-22,Martes,22,1,2019,4,1,2
2019-01-23,Miercoles,23,1,2019,4,1,2
2019-01-24,Jueves,24,1,2019,4,1,2
2019-01-25,Viernes,25,1,2019,4,1,2
2019-01-26,Sabado,26,1,2019,4,1,2
2019-01-27,Domingo,27,1,2019,4,1,2
2019-01-28,Lunes,28,1,2019,5,1,2
2019-01-29,Martes,29,1,2019,5,1,2
2019-01-30,Miercoles,30,1,2019,5,1,2
2019-01-31,Jueves,31,1,2019,5,1,2
2019-02-01,Viernes,1,2,2019,5,1,1
2019-02-02,Sabado,2,2,2019,5,1,1
2019-02-03,Domingo,3,2,2019,5,1,1
2019-02-04,Lunes,4,2,2019,6,1,1
2019-02-05,Martes,5,2,2019,6,1,1
2019-02-06,Miercoles,6,2,2019,6,1,1
2019-02-07,Jueves,7,2,2019,6,1,1
2019-02-08,Viernes,8,2,2019,6,1,1
2019-02-09,Sabado,9,2,2019,6,1,1
2019-02-10,Domingo,10,2,2019,6,1,1
2019-02-11,Lunes,11,2,2019,7,1,1
2019-02-12,Martes,12,2,2019,7,1,1
2019-02-13,Miercoles,13,2,2019,7,1,1
2019-02-14,Jueves,14,2,2019,7,1,1
2019-02-15,Viernes,15,2,2019,7,1,2
2019-02-16,Sabado,16,2,2019,7,1,2
2019-02-17,Domingo,17,2,2019,7,1,2
2019-02-18,Lunes,18,2,2019,8,1,2
2019-02-19,Martes,19,2,2019,8,1,2
2019-02-20,Miercoles,20,2,2019,8,1,2
2019-02-21,Jueves,21,2,2019,8,1,2
2019-02-22,Viernes,22,2,2019,8,1,2
2019-02-23,Sabado,23,2,2019,8,1,2
2019-02-24,Domingo,24,2,2019,8,1,2
2019-02-25,Lunes,25,2,2019,9,1,2
2019-02-26,Martes,26,2,2019,9,1,2
2019-02-27,Miercoles,27,2,2019,9,1,2
2019-02-28,Jueves,28,2,2019,9,1,2
2019-03-01,Viernes,1,3,2019,9,1,1
2019-03-02,Sabado,2,3,2019,9,1,1
2019-03-03,Domingo,3,3,2019,9,1,1
2019-03-04,Lunes,4,3,2019,10,1,1
2019-03-05,Martes,5,3,2019,10,1,1
2019-03-06,Miercoles,6,3,2019,10,1,1
2019-03-07,Jueves,7,3,2019,10,1,1
2019-03-08,Viernes,8,3,2019,10,1,1
2019-03-09,Sabado,9,3,2019,10,1,1
2019-03-10,Domingo,10,3,2019,10,1,1
2019-03-11,Lunes,11,3,2019,11,1,1
2019-03-12,Martes,12,3,2019,11,1,1
2019-03-13,Miercoles,13,3,2019,11,1,1
2019-03-14,Jueves,14,3,2019,11,1,1
2019-03-15,Viernes,15,3,2019,11,1,2
2019-03-16,Sabado,16,3,2019,11,1,2
2019-03-17,Domingo,17,3,2019,11,1,2
2019-03-18,Lunes,18,3,2019,12,1,2
2019-03-19,Martes,19,3,2019,12,1,2
2019-03-20,Miercoles,20,3,2019,12,1,2
2019-03-21,Jueves,21,3,2019,12,1,2
2019-03-22,Viernes,22,3,2019,12,1,2
2019-03-23,Sabado,23,3,2019,12,1,2
2019-03-24,Domingo,24,3,2019,12,1,2
2019-03-25,Lunes,25,3,2019,13,1,2
2019-03-26,Martes,26,3,2019,13,1,2
2019-03-27,Miercoles,27,3,2019,13,1,2
2019-03-28,Jueves,28,3,2019,13,1,2
2019-03-29,Viernes,29,3,2019,13,1,2
2019-03-30,Sabado,30,3,2019,13,1,2
2019-03-31,Domingo,31,3,2019,13,1,2
2019-04-01,Lunes,1,4,2019,14,2,1
2019-04-02,Martes,2,4,2019,14,2,1
2019-04-03,Miercoles,3,4,2019,14,2,1
2019-04-04,Jueves,4,4,2019,14,2,1
2019-04-05,Viernes,5,4,2019,14,2,1
2019-04-06,Sabado,6,4,2019,14,2,1
2019-04-07,Domingo,7,4,2019,14,2,1
2019-04-08,Lunes,8,4,2019,15,2,1
2019-04-09,Martes,9,4,2019,15,2,1
2019-04-10,Miercoles,10,4,2019,15,2,1
2019-04-11,Jueves,11,4,2019,15,2,1
2019-04-12,Viernes,12,4,2019,15,2,1
2019-04-13,Sabado,13,4,2019,15,2,1
2019-04-14,Domingo,14,4,2019,15,2,1
2019-04-15,Lunes,15,4,2019,16,2,2
2019-04-16,Martes,16,4,2019,16,2,2
2019-04-17,Miercoles,17,4,2019,16,2,2
2019-04-18,Jueves,18,4,2019,16,2,2
2019-04-19,Viernes,19,4,2019,16,2,2
2019-04-20,Sabado,20,4,2019,16,2,2
2019-04-21,Domingo,21,4,2019,16,2,2
2019-04-22,Lunes,22,4,2019,17,2,2
2019-04-23,Martes,23,4,2019,17,2,2
2019-04-24,Miercoles,24,4,2019,17,2,2
2019-04-25,Jueves,25,4,2019,17,2,2
2019-04-26,Viernes,26,4,2019,17,2,2
2019-04-27,Sabado,27,4,2019,17,2,2
2019-04-28,Domingo,28,4,2019,17,2,2
2019-04-29,Lunes,29,4,2019,18,2,2
2019-04-30,Martes,30,4,2019,18,2,2
2019-05-01,Miercoles,1,5,2019,18,2,1
2019-05-02,Jueves,2,5,2019,18,2,1
2019-05-03,Viernes,3,5,2019,18,2,1
2019-05-04,Sabado,4,5,2019,18,2,1
2019-05-05,Domingo,5,5,2019,18,2,1
2019-05-06,Lunes,6,5,2019,19,2,1
2019-05-07,Martes,7,5,2019,19,2,1
2019-05-08,Miercoles,8,5,2019,19,2,1
2019-05-09,Jueves,9,5,2019,19,2,1
2019-05-10,Viernes,10,5,2019,19,2,1
2019-05-11,Sabado,11,5,2019,19,2,1
2019-05-12,Domingo,12,5,2019,19,2,1
2019-05-13,Lunes,13,5,2019,20,2,1
2019-05-14,Martes,14,5,2019,20,2,1
2019-05-15,Miercoles,15,5,2019,20,2,2
2019-05-16,Jueves,16,5,2019,20,2,2
2019-05-17,Viernes,17,5,2019,20,2,2
2019-05-18,Sabado,18,5,2019,20,2,2
2019-05-19,Domingo,19,5,2019,20,2,2
2019-05-20,Lunes,20,5,2019,21,2,2
2019-05-21,Martes,21,5,2019,21,2,2
2019-05-22,Miercoles,22,5,2019,21,2,2
2019-05-23,Jueves,23,5,2019,21,2,2
2019-05-24,Viernes,24,5,2019,21,2,2
2019-05-25,Sabado,25,5,2019,21,2,2
2019-05-26,Domingo,26,5,2019,21,2,2
2019-05-27,Lunes,27,5,2019,22,2,2
2019-05-28,Martes,28,5,2019,22,2,2
2019-05-29,Miercoles,29,5,2019,22,2,2
2019-05-30,Jueves,30,5,2019,22,2,2
2019-05-31,Viernes,31,5,2019,22,2,2
2019-06-01,Sabado,1,6,2019,22,2,1
2019-06-02,Domingo,2,6,2019,22,2,1
2019-06-03,Lunes,3,6,2019,23,2,1
2019-06-04,Martes,4,6,2019,23,2,1
2019-06-05,Miercoles,5,6,2019,23,2,1
2019-06-06,Jueves,6,6,2019,23,2,1
2019-06-07,Viernes,7,6,2019,23,2,1
2019-06-08,Sabado,8,6,2019,23,2,1
2019-06-09,Domingo,9,6,2019,23,2,1
2019-06-10,Lunes,10,6,2019,24,2,1
2019-06-11,Martes,11,6,2019,24,2,1
2019-06-12,Miercoles,12,6,2019,24,2,1
2019-06-13,Jueves,13,6,2019,24,2,1
2019-06-14,Viernes,14,6,2019,24,2,1
2019-06-15,Sabado,15,6,2019,24,2,2
2019-06-16,Domingo,16,6,2019,24,2,2
2019-06-17,Lunes,17,6,2019,25,2,2
2019-06-18,Martes,18,6,2019,25,2,2
2019-06-19,Miercoles,19,6,2019,25,2,2
2019-06-20,Jueves,20,6,2019,25,2,2
2019-06-21,Viernes,21,6,2019,25,2,2
2019-06-22,Sabado,22,6,2019,25,2,2
2019-06-23,Domingo,23,6,2019,25,2,2
2019-06-24,Lunes,24,6,2019,26,2,2
2019-06-25,Martes,25,6,2019,26,2,2
2019-06-26,Miercoles,26,6,2019,26,2,2
2019-06-27,Jueves,27,6,2019,26,2,2
2019-06-28,Viernes,28,6,2019,26,2,2
2019-06-29,Sabado,29,6,2019,26,2,2
2019-06-30,Domingo,30,6,2019,26,2,2
2019-07-01,Lunes,1,7,2019,27,3,1
2019-07-02,Martes,2,7,2019,27,3,1
2019-07-03,Miercoles,3,7,2019,27,3,1
2019-07-04,Jueves,4,7,2019,27,3,1
2019-07-05,Viernes,5,7,2019,27,3,1
2019-07-06,Sabado,6,7,2019,27,3,1
2019-07-07,Domingo,7,7,2019,27,3,1
2019-07-08,Lunes,8,7,2019,28,3,1
2019-07-09,Martes,9,7,2019,28,3,1
2019-07-10,Miercoles,10,7,2019,28,3,1
2019-07-11,Jueves,11,7,2019,28,3,1
2019-07-12,Viernes,12,7,2019,28,3,1
2019-07-13,Sabado,13,7,2019,28,3,1
2019-07-14,Domingo,14,7,2019,28,3,1
2019-07-15,Lunes,15,7,2019,29,3,2
2019-07-16,Martes,16,7,2019,29,3,2
2019-07-17,Miercoles,17,7,2019,29,3,2
2019-07-18,Jueves,18,7,2019,29,3,2
2019-07-19,Viernes,19,7,2019,29,3,2
2019-07-20,Sabado,20,7,2019,29,3,2
2019-07-21,Domingo,21,7,2019,29,3,2
2019-07-22,Lunes,22,7,2019,30,3,2
2019-07-23,Martes,23,7,2019,30,3,2
2019-07-24,Miercoles,24,7,2019,30,3,2
2019-07-25,Jueves,25,7,2019,30,3,2
2019-07-26,Viernes,26,7,2019,30,3,2
2019-07-27,Sabado,27,7,2019,30,3,2
2019-07-28,Domingo,28,7,2019,30,3,2
2019-07-29,Lunes,29,7,2019,31,3,2
2019-07-30,Martes,30,7,2019,31,3,2
2019-07-31,Miercoles,31,7,2019,31,3,2
2019-08-01,Jueves,1,8,2019,31,3,1
2019-08-02,Viernes,2,8,2019,31,3,1
2019-08-03,Sabado,3,8,2019,31,3,1
2019-08-04,Domingo,4,8,2019,31,3,1
2019-08-05,Lunes,5,8,2019,32,3,1
2019-08-06,Martes,6,8,2019,32,3,1
2019-08-07,Miercoles,7,8,2019,32,3,1
2019-08-08,Jueves,8,8,2019,32,3,1
2019-08-09,Viernes,9,8,2019,32,3,1
2019-08-10,Sabado,10,8,2019,32,3,1
2019-08-11,Domingo,11,8,2019,32,3,1
2019-08-12,Lunes,12,8,2019,33,3,1
2019-08-13,Martes,13,8,2019,33,3,1
2019-08-14,Miercoles,14,8,2019,33,3,1
2019-08-15,Jueves,15,8,2019,33,3,2
2019-08-16,Viernes,16,8,2019,33,3,2
2019-08-17,Sabado,17,8,2019,33,3,2
2019-08-18,Domingo,18,8,2019,33,3,2
2019-08-19,Lunes,19,8,2019,34,3,2
2019-08-20,Martes,20,8,2019,34,3,2
2019-08-21,Miercoles,21,8,2019,34,3,2
2019-08-22,Jueves,22,8,2019,34,3,2
2019-08-23,Viernes,23,8,2019,34,3,2
2019-08-24,Sabado,24,8,2019,34,3,2
2019-08-25,Domingo,25,8,2019,34,3,2
2019-08-26,Lunes,26,8,2019,35,3,2
2019-08-27,Martes,27,8,2019,35,3,2
2019-08-28,Miercoles,28,8,2019,35,3,2
2019-08-29,Jueves,29,8,2019,35,3,2
2019-08-30,Viernes,30,8,2019,35,3,2
2019-08-31,Sabado,31,8,2019,35,3,2
2019-09-01,Domingo,1,9,2019,35,3,1
2019-09-02,Lunes,2,9,2019,36,3,1
2019-09-03,Martes,3,9,2019,36,3,1
2019-09-04,Miercoles,4,9,2019,36,3,1
2019-09-05,Jueves,5,9,2019,36,3,1
2019-09-06,Viernes,6,9,2019,36,3,1
2019-09-07,Sabado,7,9,2019,36,3,1
2019-09-08,Domingo,8,9,2019,36,3,1
2019-09-09,Lunes,9,9,2019,37,3,1
2019-09-10,Martes,10,9,2019,37,3,1
2019-09-11,Miercoles,11,9,2019,37,3,1
2019-09-12,Jueves,12,9,2019,37,3,1
2019-09-13,Viernes,13,9,2019,37,3,1
2019-09-14,Sabado,14,9,2019,37,3,1
2019-09-15,Domingo,15,9,2019,37,3,2
2019-09-16,Lunes,16,9,2019,38,3,2
2019-09-17,Martes,17,9,2019,38,3,2
2019-09-18,Miercoles,18,9,2019,38,3,2
2019-09-19,Jueves,19,9,2019,38,3,2
2019-09-20,Viernes,20,9,2019,38,3,2
2019-09-21,Sabado,21,9,2019,38,3,2
2019-09-22,Domingo,22,9,2019,38,3,2
2019-09-23,Lunes,23,9,2019,39,3,2
2019-09-24,Martes,24,9,2019,39,3,2
2019-09-25,Miercoles,25,9,2019,39,3,2
2019-09-26,Jueves,26,9,2019,39,3,2
2019-09-27,Viernes,27,9,2019,39,3,2
2019-09-28,Sabado,28,9,2019,39,3,2
2019-09-29,Domingo,29,9,2019,39,3,2
2019-09-30,Lunes,30,9,2019,40,3,2
2019-10-01,Martes,1,10,2019,40,4,1
2019-10-02,Miercoles,2,10,2019,40,4,1
2019-10-03,Jueves,3,10,2019,40,4,1
2019-10-04,Viernes,4,10,2019,40,4,1
2019-10-05,Sabado,5,10,2019,40,4,1
2019-10-06,Domingo,6,10,2019,40,4,1
2019-10-07,Lunes,7,10,2019,41,4,1
2019-10-08,Martes,8,10,2019,41,4,1
2019-10-09,Miercoles,9,10,2019,41,4,1
2019-10-10,Jueves,10,10,2019,41,4,1
2019-10-11,Viernes,11,10,2019,41,4,1
2019-10-12,Sabado,12,10,2019,41,4,1
2019-10-13,Domingo,13,10,2019,41,4,1
2019-10-14,Lunes,14,10,2019,42,4,1
2019-10-15,Martes,15,10,2019,42,4,2
2019-10-16,Miercoles,16,10,2019,42,4,2
2019-10-17,Jueves,17,10,2019,42,4,2
2019-10-18,Viernes,18,10,2019,42,4,2
2019-10-19,Sabado,19,10,2019,42,4,2
2019-10-20,Domingo,20,10,2019,42,4,2
2019-10-21,Lunes,21,10,2019,43,4,2
2019-10-22,Martes,22,10,2019,43,4,2
2019-10-23,Miercoles,23,10,2019,43,4,2
2019-10-24,Jueves,24,10,2019,43,4,2
2019-10-25,Viernes,25,10,2019,43,4,2
2019-10-26,Sabado,26,10,2019,43,4,2
2019-10-27,Domingo,27,10,2019,43,4,2
2019-10-28,Lunes,28,10,2019,44,4,2
2019-10-29,Martes,29,10,2019,44,4,2
2019-10-30,Miercoles,30,10,2019,44,4,2
2019-10-31,Jueves,31,10,2019,44,4,2
2019-11-01,Viernes,1,11,2019,44,4,1
2019-11-02,Sabado,2,11,2019,44,4,1
2019-11-03,Domingo,3,11,2019,44,4,1
2019-11-04,Lunes,4,11,2019,45,4,1
2019-11-05,Martes,5,11,2019,45,4,1
2019-11-06,Miercoles,6,11,2019,45,4,1
2019-11-07,Jueves,7,11,2019,45,4,1
2019-11-08,Viernes,8,11,2019,45,4,1
2019-11-09,Sabado,9,11,2019,45,4,1
2019-11-10,Domingo,10,11,2019,45,4,1
2019-11-11,Lunes,11,11,2019,46,4,1
2019-11-12,Martes,12,11,2019,46,4,1
2019-11-13,Miercoles,13,11,2019,46,4,1
2019-11-14,Jueves,14,11,2019,46,4,1
2019-11-15,Viernes,15,11,2019,46,4,2
2019-11-16,Sabado,16,11,2019,46,4,2
2019-11-17,Domingo,17,11,2019,46,4,2
2019-11-18,Lunes,18,11,2019,47,4,2
2019-11-19,Martes,19,11,2019,47,4,2
2019-11-20,Miercoles,20,11,2019,47,4,2
2019-11-21,Jueves,21,11,2019,47,4,2
2019-11-22,Viernes,22,11,2019,47,4,2
2019-11-23,Sabado,23,11,2019,47,4,2
2019-11-24,Domingo,24,11,2019,47,4,2
2019-11-25,Lunes,25,11,2019,48,4,2
2019-11-26,Martes,26,11,2019,48,4,2
2019-11-27,Miercoles,27,11,2019,48,4,2
2019-11-28,Jueves,28,11,2019,48,4,2
2019-11-29,Viernes,29,11,2019,48,4,2
2019-11-30,Sabado,30,11,2019,48,4,2
2019-12-01,Domingo,1,12,2019,48,4,1
2019-12-02,Lunes,2,12,2019,49,4,1
2019-12-03,Martes,3,12,2019,49,4,1
2019-12-04,Miercoles,4,12,2019,49,4,1
2019-12-05,Jueves,5,12,2019,49,4,1
2019-12-06,Viernes,6,12,2019,49,4,1
2019-12-07,Sabado,7,12,2019,49,4,1
2019-12-08,Domingo,8,12,2019,49,4,1
2019-12-09,Lunes,9,12,2019,50,4,1
2019-12-10,Martes,10,12,2019,50,4,1
2019-12-11,Miercoles,11,12,2019,50,4,1
2019-12-12,Jueves,12,12,2019,50,4,1
2019-12-13,Viernes,13,12,2019,50,4,1
2019-12-14,Sabado,14,12,2019,50,4,1
2019-12-15,Domingo,15,12,2019,50,4,2
2019-12-16,Lunes,16,12,2019,51,4,2
2019-12-17,Martes,17,12,2019,51,4,2
2019-12-18,Miercoles,18,12,2019,51,4,2
2019-12-19,Jueves,19,12,2019,51,4,2
2019-12-20,Viernes,20,12,2019,51,4,2
2019-12-21,Sabado,21,12,2019,51,4,2
2019-12-22,Domingo,22,12,2019,51,4,2
2019-12-23,Lunes,23,12,2019,52,4,2
2019-12-24,Martes,24,12,2019,52,4,2
2019-12-25,Miercoles,25,12,2019,52,4,2
2019-12-26,Jueves,26,12,2019,52,4,2
2019-12-27,Viernes,27,12,2019,52,4,2
2019-12-28,Sabado,28,12,2019,52,4,2
2019-12-29,Domingo,29,12,2019,52,4,2
2019-12-30,Lunes,30,12,2019,1,4,2
2019-12-31,Martes,31,12,2019,1,4,2
2020-01-01,Miercoles,1,1,2020,1,1,1
2020-01-02,Jueves,2,1,2020,1,1,1
2020-01-03,Viernes,3,1,2020,1,1,1
2020-01-04,Sabado,4,1,2020,1,1,1
2020-01-05,Domingo,5,1,2020,1,1,1
2020-01-06,Lunes,6,1,2020,2,1,1
2020-01-07,Martes,7,1,2020,2,1,1
2020-01-08,Miercoles,8,1,2020,2,1,1
2020-01-09,Jueves,9,1,2020,2,1,1
2020-01-10,Viernes,10,1,2020,2,1,1
2020-01-11,Sabado,11,1,2020,2,1,1
2020-01-12,Domingo,12,1,2020,2,1,1
2020-01-13,Lunes,13,1,2020,3,1,1
2020-01-14,Martes,14,1,2020,3,1,1
2020-01-15,Miercoles,15,1,2020,3,1,2
2020-01-16,Jueves,16,1,2020,3,1,2
2020-01-17,Viernes,17,1,2020,3,1,2
2020-01-18,Sabado,18,1,2020,3,1,2
2020-01-19,Domingo,19,1,2020,3,1,2
2020-01-20,Lunes,20,1,2020,4,1,2
2020-01-21,Martes,21,1,2020,4,1,2
